Name,Status,Batch,Team_size,Website,Founders
Brex,Active,W17,1000,https://www.brex.com,Pedro Franceschi (https://www.linkedin.com/in/pfranceschi https://twitter.com/hdubugras); Henrique Dubugras (https://br.linkedin.com/in/henriquedubugras https://twitter.com/hdubugras)
Clipboard Health,Active,W17,600,https://www.clipboardhealth.com/careers,Wei Deng (https://www.linkedin.com/in/dengwei )
Faire,Active,W17,900,https://www.faire.com,Marcelo Cortes (https://www.linkedin.com/in/marcelo-cortes-b34317 ); Daniele Perito (https://www.linkedin.com/in/danieleperito ); Max Rhodes (https://www.linkedin.com/in/max-rhodes )
Rippling,Active,W17,2500,http://rippling.com,Parker Conrad (https://www.linkedin.com/in/parkerconrad/ https://twitter.com/parkerconrad); Prasanna S (https://www.linkedin.com/in/myprasanna/ https://www.twitter.com/myprasanna)
Sigma Genetics,Active,W17,2,http://www.sigmagenetics.com,Chris Pihl (https://www.linkedin.com/in/chris-pihl-4a84b1a/ )
ACLU,Active,W17,501,https://www.aclu.org,Anthony Romero (https://www.linkedin.com/in/anthony-romero-7a28454 https://www.twitter.com/ycombinator)
Humi,Active,W17,141,http://www.humi.ca,Kevin Kliman (http://www.linkedin.com/in/kkliman https://twitter.com/gethumi); Matt Loszak (https://www.linkedin.com/in/matt-loszak-09531a150 https://twitter.com/gethumi)
Retool,Active,W17,300,https://retool.com,David Hsu (https://www.linkedin.com/in/dvdhsu )
Helix Nanotechnologies,Active,W17,16,http://helixnano.com,Nikolai Eroshenko (https://www.linkedin.com/in/nikolai-eroshenko-668998119 ); Hannu Rajaniemi (http://www.linkedin.com/in/hannur/ )
Mirror AI,Active,W17,7,http://mirror-ai.com,Evgeny Kuryshev (https://linkedin.com/in/evgenyq )
Dost Education,Active,W17,30,http://www.dosteducation.com/,Sindhuja Jeyabal (https://www.linkedin.com/in/sindhujajeyabal https://twitter.com/sindhujajeyabal); Sneha Sheth (https://www.linkedin.com/in/snehaksheth https://twitter.com/snehaksheth)
Lively, Inc,Active,W17,195,https://livelyme.com,Alex Cyriac (https://www.linkedin.com/in/alex-cyriac-1218137 ); Shobin Uralil (https://www.linkedin.com/shobinuralil )
The Centre for Effective Altruism,Active,W17,15,http://effectivealtruism.org,William MacAskill (http://uk.linkedin.com/in/wdmacaskill )
Indee Labs,Active,W17,5,http://www.indeelabs.com,Ryan Pawell (https://www.linkedin.com/in/rpawell https://twitter.com/rpawell)
UpKeep,Active,W17,150,https://www.upkeep.com/,Ryan Chan (https://linkedin.com/in/ryan-chan-72aa6256 https://twitter.com/ryanchanupkeep)
OneFin,Active,W17,40,https://www.onefin.in,Pratish Gandhi (https://www.linkedin.com/in/pratishgandhi ); Harshit Vaishnav (https://in.linkedin.com/in/harshitv )
Wifi Dabba, Inc.,Active,W17,21,https://dabba.com,Karam Lakshman (https://linkedin.com/in/shubhendusharma https://twitter.com/shubhendusharma); Shubhendu Sharma (https://linkedin.com/in/shubhendusharma https://twitter.com/shubhendusharma)
Delee,Active,W17,18,http://www.delee.co,Liza Velarde (https://www.linkedin.com/in/lizavelarde/ ); Alejandro Abarca-Blanco (https://linkedin.com/in/alejandroabarca ); Juan Felipe Yee De León (https://mx.linkedin.com/in/juan-felipe-yee-55107a5b )
NanoNets,Active,W17,55,https://nanonets.com,Sarthak Jain (https://in.linkedin.com/in/jainsarthak https://twitter.com/nanonets_); Prathamesh Juvatkar (https://www.linkedin.com/in/prathameshjuvatkar https://twitter.com/nanonets_)
BIOS Health,Active,W17,45,https://www.bios.health,Oliver Armitage (https://uk.linkedin.com/in/oliver-armitage-87280731 ); Emil Hewage (https://uk.linkedin.com/in/ehewage )
Nomba,Active,W17,200,https://nomba.com,Pelumi Aboluwarin (https://uk.linkedin.com/in/pelumiaboluwarin https://twitter.com/nombahq); Yinka Adewale (https://www.linkedin.com/in/adeyinka-adewale-7b779448 https://twitter.com/nombahq)
AON3D,Active,W17,40,https://www.aon3d.com,Kevin Han (http://linkedin.com/in/hankevin ); Randeep Singh (https://linkedin.com/in/rndeep ); Andrew Walker (https://www.linkedin.com/in/andrewrswalker )
